# 31464
MU15S526 32565083.630 5778056.530 14895 0.000000    1.000  % 71.153 71.210 -0.057 % 1 3256    19.109390    
WE02N509 32564763.180 5777787.650 19154 0.000000    1.000  % 59.538 60.000 -0.462 % 1 12430    24.248619    
WE02N507 32564735.570 5777815.200 19169 0.000000    1.000  % 59.493 60.000 -0.507 % 1 12718    29.381010    
WE02N508 32564742.440 5777874.300 19182 0.000000    1.000  % 60.060 60.000 0.060 % 1 7295    24.340406    
WE02N533 32564759.400 5777745.170 19195 0.000000    1.000  % 58.596 58.100 0.496 % 1 14114    34.601570    
WE02N520 32564858.890 5777830.690 19198 0.000000    1.000  % 61.794 61.600 0.194 % 1 12822    28.897421    
WE02N513 32564783.300 5777768.220 19199 0.000000    1.000  % 59.289 60.000 -0.711 % 1 13144    32.787025    
WE02N526 32564937.740 5777910.310 19202 0.000000    1.000  % 65.526 64.600 0.926 % 1 6243    26.100782    
WE02N512 32564778.810 5777910.780 19204 0.000000    1.000  % 61.152 61.000 0.152 % 1 11723    24.759077    
WE02N523 32564887.070 5777859.370 19214 0.000000    1.000  % 62.883 63.100 -0.217 % 1 10559    22.732306    
WE02N516 32564810.790 5777795.900 19217 0.000000    1.000  % 60.368 60.000 0.368 % 1 10940    24.623280    
WE02N504 32564696.120 5777909.670 19219 0.000000    1.000  % 60.112 60.000 0.112 % 1 8896    13.312531    
WE02N514 32564796.230 5777820.700 19222 0.000000    1.000  % 60.669 60.000 0.669 % 1 264    28.505453    
WE02N525 32564930.030 5777870.270 19225 0.000000    1.000  % 64.409 64.600 -0.191 % 1 3249    25.744740    
WE02N518 32564832.350 5777857.240 19228 0.000000    1.000  % 61.601 61.000 0.601 % 1 11732    21.615242    
WE02N515 32564785.420 5777903.860 19229 0.000000    1.000  % 61.134 61.000 0.134 % 1 9391    22.362095    
WE02N522 32564888.010 5777912.780 19234 0.000000    1.000  % 63.729 64.000 -0.271 % 1 10145    18.993937    
WE02N519 32564863.450 5777803.760 19239 0.000000    1.000  % 61.836 61.600 0.236 % 1 13903    23.707254    
WE02N524 32564914.000 5777886.480 19275 0.000000    1.000  % 64.304 64.600 -0.296 % 1 10806    33.030716    
MU14S559 32565006.520 5778048.600 20264 0.000000    1.000  % 69.080 69.020 0.060 % 1 9327    24.580214    
MU15S521 32565014.290 5778056.290 20286 0.000000    1.000  % 69.215 69.150 0.065 % 1 174    18.381676    
MU15N546 32565144.110 5778353.030 21581 0.000000    1.000  % 73.236 73.150 0.086 % 1 12003    22.884008    
MU15N508 32565042.590 5778310.360 21588 0.000000    1.000  % 70.888 70.700 0.188 % 1 9979    23.956734    
MU15N543 32565099.700 5778405.700 21626 0.000000    1.000  % 71.812 71.960 -0.148 % 1 12299    24.767845    
MU15S501 32565151.250 5778152.720 21932 0.000000    1.000  % 74.341 74.410 -0.069 % 1 6751    24.471994    
MU14S502 32564998.580 5778117.450 21934 0.000000    1.000  % 69.012 69.080 -0.068 % 1 6845    25.261921    
WE02N527 32564976.790 5777917.720 21937 0.000000    1.000  % 66.647 66.750 -0.103 % 1 3331    24.669964    
MU14N501 32564947.980 5778180.360 21963 0.000000    1.000  % 68.326 68.310 0.016 % 1 12203    24.925961    
MU14S554 32564968.780 5778138.010 21964 0.000000    1.000  % 68.816 68.820 -0.004 % 1 4898    22.491653    
MU14S527 32564809.290 5777983.130 21972 0.000000    1.000  % 62.627 62.580 0.047 % 1 8336    11.919598    
MU14S541 32564909.120 5778085.210 21976 0.000000    1.000  % 66.279 66.460 -0.181 % 1 6934    14.274386    
WE02N521 32564877.890 5777914.280 21977 0.000000    1.000  % 63.370 64.000 -0.630 % 1 7491    14.241919    
MU14S516 32564737.570 5777951.170 21986 0.000000    1.000  % 61.113 60.920 0.193 % 1 12040    23.888968    
MU14S804 32564634.980 5777957.020 22006 0.000000    1.000  % 59.510 59.400 0.110 % 1 12019    27.053406    
MU14S529 32564809.460 5777988.530 22015 0.000000    1.000  % 62.691 63.270 -0.579 % 1 14008    17.750711    
WE02N517 32564840.530 5777826.260 22085 0.000000    1.000  % 61.439 61.600 -0.161 % 1 10116    34.487774    
MU15S509 32565094.370 5778067.530 22461 0.000000    1.000  % 71.212 71.400 -0.188 % 1 4140    19.445450    
MU14N513 32564731.940 5778216.790 22606 0.000000    1.000  % 62.437 62.440 -0.003 % 1 10498    29.522303    
MU14N511 32564734.170 5778311.400 22638 0.000000    1.000  % 62.825 62.700 0.125 % 1 11247    19.850197    
MU14N524 32564797.720 5778177.560 22675 0.000000    1.000  % 63.958 63.870 0.088 % 1 5648    18.246468    
MU14N534 32564880.690 5778406.900 22702 0.000000    1.000  % 66.456 66.410 0.046 % 1 10607    22.430378    
MU10S503 32564764.430 5778456.640 22711 0.000000    1.000  % 63.834 63.750 0.084 % 1 6718    18.315983    
MU14S534 32564870.560 5778137.290 23934 0.000000    1.000  % 65.469 65.600 -0.131 % 1 3720    15.082069    
WE02N503 32564669.610 5777881.950 23950 0.000000    1.000  % 59.416 60.000 -0.584 % 1 13619    30.609301    
MU14S538 32564880.610 5778138.950 23957 0.000000    1.000  % 65.654 65.600 0.054 % 1 9620    16.108482    
WE02N502 32564665.500 5777886.220 23968 0.000000    1.000  % 59.447 60.000 -0.553 % 1 13324    29.778496    
WE02N505 32564709.390 5777841.380 23991 0.000000    1.000  % 59.605 60.000 -0.395 % 1 6728    20.315292    
WE02N531 32564645.420 5777857.660 24060 0.000000    1.000  % 59.023 58.890 0.133 % 1 12070    37.357979    
